490:17,302,76,29,650,70,354,224,138,301
494:17,654,616,58,8,84,29,518,542,70
500:17,302,654,616,58,8,76,84,29,650
514:347,6901,76,2312,698,4146,4,6545,1546,46
525:302,654,616,58,84,29,650,518,542,70
535:17,8,76,29,650,518,542,70,564,1102
536:302,654,616,58,8,76,84,29,650,518
538:302,654,616,58,76,29,650,70,564,1102
539:17,654,58,8,84,29,518,542,70,564
564:8,76,84,650,518,564,1102,224,736,15
582:616,76,84,29,518,70,564,1102,354,138
585:17,302,654,616,58,8,76,84,29,650
590:654,8,76,29,650,518,542,70,564,354
601:669,2703,17,76,40,224,1069,4239,508,2092
618:866,2139,361,2265,262,500,76,96,1913,1730
624:1991,13660,5254,3107,1589,1527,7006,4261,2904,2686
627:168,719,5738,984,76,2318,463,1326,1460,5480
628:17,302,654,616,58,8,76,84,29,650
632:12586,931,2946,1539,2021,873,12022,1167,8066,2852
633:302,654,58,8,76,84,29,650,518,70
634:986,226,3423,780,3137,2241,1749,1888,1884,5767
646:262,500,76,96,1913,2848,358,40,826,17
666:533,8772,5975,3034,4671,7622,603,6311,10981,2510
667:17,302,654,616,58,8,76,84,29,518
669:168,719,5738,984,76,2318,463,1326,1460,5480
678:17,302,654,58,8,76,84,29,650,518
680:17,654,616,58,8,84,29,650,518,70
681:441,710,8928,4513,1340,1744,13,5122,371,16036
682:76,2318,2337,1528,14754,4308,3177,8252,7711,2275
683:669,2703,17,76,40,224,1069,4239,508,2092
684:168,719,5738,984,76,2318,463,1326,1460,5480
715:533,8772,5975,3034,4671,7926,7622,603,6311,10981
716:17,302,654,616,58,8,76,84,29,650
741:168,5738,984,76,2318,463,1326,1460,5480,2337
750:8,76,564,1102,354,138,301,736,15,6
754:17,302,654,616,58,76,84,29,542,70
756:616,8,76,84,650,542,70,564,1102,354
757:347,6901,76,2312,698,4146,4,6545,1546,46
758:17,302,654,616,58,8,76,84,29,518
763:17,8,84,29,650,518,542,70,564,354
773:669,2703,17,76,40,224,1069,4239,508,2092
774:17,302,8,76,84,650,518,564,1102,354
775:58,76,518,542,70,564,1102,354,224,138
782:302,654,616,58,8,76,84,29,650,518
784:17,302,76,84,29,650,518,542,1102,354
793:654,616,8,76,29,518,542,564,354,224
803:17,302,654,616,58,8,76,84,29,650
813:17,302,654,616,84,29,650,518,542,70
815:302,654,58,8,76,84,29,518,542,70
817:616,58,8,76,29,650,518,542,70,564
818:5738,984,76,2318,463,1326,1460,5480,2337,8860
823:65778,41004,63372,63363,71891,31149,35463,22891,48511,12308
825:654,616,58,8,29,650,518,542,70,1102
833:302,58,8,76,84,70,564,1102,354,224
835:302,654,616,58,76,84,29,650,518,542
838:12586,931,2946,1539,2021,873,12022,1167,8066,2852
844:58,8,76,29,518,542,70,354,301,736
850:866,2139,2265,698,262,500,76,96,1913,1730
856:70,138,301,6,899,327,236,866,162,62
857:302,8,76,84,650,518,542,70,564,1102
874:302,58,76,84,29,518,70,1102,138,301
891:2139,361,2265,698,262,500,76,96,1913,1730
899:17,302,654,616,58,8,76,84,29,650
900:17,302,654,616,58,8,76,84,29,650
911:347,6901,76,2312,698,4146,4,6545,1546,46
918:17,302,654,616,58,8,84,29,650,518
925:17,302,654,616,58,8,76,84,29,650
926:302,58,8,76,84,650,518,542,70,564
937:302,654,616,58,76,29,650,518,542,70
949:168,719,5738,984,76,2318,463,1326,1460,5480
964:17,302,654,616,58,8,76,84,29,650
970:17,302,654,616,58,8,76,84,29,650
977:17,29,650,518,354,224,301,736,15,285
981:1002,710,8928,4513,1340,3618,1744,2917,5122,3506
982:17,302,654,616,58,8,76,84,29,650
984:17,654,616,58,8,76,84,29,650,542
992:17,302,654,616,58,8,76,84,29,650
993:654,616,58,76,84,29,518,542,564,1102
998:17,302,654,616,58,76,84,29,650,542
1000:17,58,8,84,29,518,542,70,1102,354
1007:17,654,8,84,29,518,542,70,564,1102
1027:168,5738,76,2318,1326,1460,2337,661,1528,2153
1028:17,302,616,58,76,29,650,518,542,70
1044:17,302,654,616,58,8,76,84,29,650
1045:17,58,8,76,84,650,518,542,70,564
1049:866,2139,361,2265,262,500,76,96,1913,1730
1068:12586,931,2946,1539,873,12022,1167,8066,2852,24425
1069:654,8,76,84,29,518,542,70,564,1102
1070:17,616,58,76,84,650,518,542,70,564
1082:84,650,518,542,70,1102,224,138,301,15
1083:17,302,654,616,58,8,76,84,29,650
1088:17,302,654,616,58,8,84,29,650,542
1094:616,58,29,70,224,301,736,285,6,508
1116:302,654,616,58,8,76,84,29,650,518
1121:17,302,654,616,58,8,76,84,29,650
1125:302,654,616,58,76,84,29,650,542,564
1127:17,302,654,616,58,8,76,84,29,650
1132:17,302,654,58,8,76,84,29,650,518
1133:8,76,650,518,1102,354,224,301,736,15
1140:302,616,58,8,76,84,29,518,542,70
1141:17,302,654,616,58,8,76,84,29,650
1148:1131,4481,106,22,1957,23370,3661,9045,2816,206
1153:17,654,616,58,76,29,650,518,542,564
1163:1097,24262,6304,49244,782,80641,6453,6463,1810,1335
1166:17,302,654,616,58,8,76,84,29,650
1172:17,302,654,616,58,8,76,84,29,518
1192:17,302,616,58,8,76,29,650,518,542
1204:17,302,654,616,58,8,76,84,29,650
1208:17,302,654,616,58,8,76,84,29,650
1209:168,719,5738,984,76,2318,463,1326,1460,5480
1234:168,719,5738,984,76,2318,463,1326,1460,5480
1236:17,302,654,616,58,8,76,84,29,650
1245:302,654,616,58,8,76,84,29,650,518
1263:17,302,58,8,76,84,650,518,542,70
1267:302,654,616,58,8,76,84,29,650,518
1269:4755,1352,2880,3107,189,1712,6434,8848,5624,12990
1288:17,302,654,616,58,8,76,84,29,650
1295:616,76,518,542,70,564,224,301,736,15
1296:17,654,58,8,76,84,29,650,518,542
1302:17,302,654,616,8,76,84,29,650,518
1305:17,302,58,8,76,84,29,650,518,542
1342:17,302,654,616,58,76,84,29,650,518
1382:17,302,654,616,58,8,76,84,29,650
1389:17,302,654,616,58,8,76,84,29,650
1391:533,8772,5975,3034,4671,7926,7622,603,6311,10981
1397:81,986,226,780,3137,2241,1749,1884,2967,5767
1402:302,616,58,8,76,84,650,518,70,564
1405:1352,605,3307,7422,1709,11973,7087,6674,3704,8908
1407:669,2703,17,76,40,224,1069,4239,508,2092
1408:17,302,654,616,58,84,29,650,518,542
1409:616,8,542,70,564,354,138,15,101,285
1412:17,302,654,616,58,8,76,84,29,650
1413:542,736,15,289,101,285,6,508,899,861
1418:654,76,650,542,564,224,138,736,15,289
1419:4755,1712,3172,4825,6434,8848,5624,12990,4568,7831
1420:302,654,616,58,8,76,29,650,518,542
1427:17,8,84,29,518,564,1102,354,224,301
1430:17,302,654,58,8,76,84,29,650,518
1431:654,616,58,8,76,84,650,518,542,70
1435:302,616,58,76,84,29,564,1102,354,224
1437:866,2139,361,2265,698,262,500,76,96,1913
1441:669,924,1592,225,11008,8322,7680,2547,7608,5328
1447:17,302,654,616,58,8,76,84,29,650
1448:17,302,654,616,58,8,76,84,29,650
1457:17,302,654,616,58,8,76,84,29,650
1458:17,302,616,58,76,84,650,70,1102,224
1469:302,616,58,76,84,518,542,564,1102,354
1477:17,302,654,616,58,76,84,29,650,518
1486:347,76,2312,698,4146,4,6545,1546,46,1787
1490:17,302,654,616,58,8,76,84,29,650
1491:302,654,616,58,8,76,84,650,518,542
1500:302,58,76,84,29,650,518,70,564,1102
1503:654,616,58,8,76,650,542,70,564,354
1517:669,2703,17,76,40,224,1069,4239,508,2092
1518:17,302,654,616,58,8,76,84,29,650
1535:669,2703,40,4239,508,2092,7680,226,3176,11808
1551:616,8,650,518,542,70,354,736,15,508
1552:12586,931,2946,1539,2021,873,12022,1167,8066,2852
1553:17,302,654,616,58,8,76,84,29,650
1559:302,654,616,8,76,84,29,650,518,70
1560:17,302,58,76,84,29,650,518,70,564
1561:17,616,58,76,84,29,518,542,70,1102
1562:654,616,8,29,650,518,542,70,564,1102
1569:81,986,226,3423,780,3137,2241,1749,1888,1884
1570:17,302,654,616,58,8,76,84,29,650
1588:17,302,654,616,58,8,76,84,29,650
1589:654,616,58,8,76,84,650,518,542,70
1591:4339,2579,4372,1417,15777,176,13789,12190,2924,117
1601:17,302,654,616,58,8,76,84,29,650
1602:17,302,654,616,58,8,76,84,29,650
1629:17,302,654,616,58,8,76,84,29,650
1634:347,6901,76,2312,698,4146,4,6545,1546,46
1642:302,654,58,8,76,650,518,542,70,564
1653:17,302,654,616,58,8,76,84,29,650
1654:302,8,84,29,650,518,542,70,564,1102
1655:654,8,76,29,650,542,70,354,224,138
1668:616,8,76,84,29,650,518,70,564,1102
1681:17,616,58,8,84,29,650,518,542,70
1703:302,654,616,58,76,84,29,650,518,542
1721:17,302,654,616,58,8,76,84,29,650
1727:17,302,654,616,58,8,76,84,29,650
1728:302,616,58,8,76,84,650,518,542,70
1745:17,302,654,616,58,8,76,84,29,650
1746:17,302,654,616,58,8,76,84,29,650
1751:302,654,616,58,8,76,84,29,650,518
1756:302,654,616,58,8,76,29,650,542,70
1758:17,302,654,616,58,8,76,84,29,650
1761:669,924,1592,225,11008,8322,7680,2547,7608,5328
1767:616,58,8,76,84,518,542,70,564,1102
1779:17,302,654,616,58,8,76,84,29,650
1780:866,2139,361,2265,698,262,500,76,96,1913
1783:17,302,58,8,76,84,29,650,518,542
1787:616,76,29,518,70,564,354,138,301,736
1788:780,3137,2241,1888,1884,2967,140,2379,500,3819
1794:17,302,654,616,58,8,76,84,29,650
1796:654,8,84,29,650,542,70,1102,224,138
1803:17,302,654,616,58,8,76,84,29,518
1820:1352,2880,10041,189,1712,6434,8848,5624,12990,4568
1821:17,302,654,616,58,8,76,84,29,650
1822:17,302,654,616,58,8,84,29,518,70
1823:17,76,84,650,542,70,564,354,224,138
1840:616,650,542,70,564,354,224,301,736,508
1841:5738,984,76,2318,463,1326,1460,5480,2337,8860
1842:17,302,616,58,8,76,84,29,650,518
1850:17,302,654,616,58,8,76,84,29,650
1853:17,302,654,616,58,8,76,84,29,650
1854:17,302,654,8,76,84,650,542,70,564
1862:302,616,650,542,70,564,1102,224,138,301
1880:17,302,654,616,58,8,76,84,29,650
1883:302,654,58,8,76,29,650,518,542,70
1890:302,654,616,58,8,76,84,29,650,518
1891:17,302,654,616,58,8,76,84,29,650
1893:302,654,616,58,76,84,29,70,1102,354
1894:654,616,58,8,84,29,518,542,70,564
1911:533,8772,5975,3034,4671,7926,7622,603,6311,10981
1912:17,302,654,616,58,8,76,84,29,650
1913:17,302,654,616,58,8,76,84,29,650
1930:2548,197,8069,5111,5627,13049,7160,465,27094,17380
1932:866,2139,361,2265,698,262,76,96,1913,2848
1950:542,224,301,15,508,245,61,861,363,32
1951:17,302,654,616,58,8,76,84,29,650
1952:17,616,8,76,84,518,542,70,564,1102
2005:302,76,29,650,518,542,70,564,1102,354
2017:17,302,654,616,58,8,76,84,29,650
2025:17,302,654,616,58,8,76,84,29,650
2030:17,302,654,616,58,8,76,84,29,650
2034:12586,931,2946,1539,2021,873,12022,1167,8066,2852
2038:17,302,654,616,58,8,76,84,29,650
2046:9289,7021,10492,247,3992,8627,3672,17567,6503,1495
2058:17,302,654,616,58,8,76,84,29,650
2068:17,302,654,616,58,8,76,84,29,650
2070:302,654,616,58,76,84,29,650,542,70
2071:302,616,58,76,650,518,70,354,224,301
2072:302,654,616,58,76,29,650,518,542,70
2074:533,5975,3034,4671,7926,603,2510,1397,9054,12861
2075:302,654,8,76,84,650,542,70,564,1102
2076:866,2139,361,2265,698,262,500,76,96,1913
2077:17,654,616,58,76,29,650,518,564,1102
2080:17,654,58,76,84,29,650,518,542,70
2085:17,302,654,616,58,8,76,84,29,650
2097:302,654,616,58,84,29,70,564,1102,354
2112:1991,5254,3107,1589,1527,7006,4261,2904,2686,11535
2115:17,302,654,616,58,8,76,84,29,650
2116:17,302,654,616,58,8,76,84,29,650
2123:17,654,616,58,8,76,29,650,518,564
2135:17,302,654,616,58,8,76,84,29,650
2141:81,986,226,3423,780,3137,2241,1749,1888,1884
2147:17,302,654,616,58,8,76,84,29,650
2154:719,5738,2318,463,1326,1460,5480,2337,8860,661
2160:17,302,8,76,84,29,650,518,70,564
2162:719,5738,76,463,1460,5480,2337,661,1528,2153
2170:17,302,58,8,76,84,29,650,518,542
2177:168,719,5738,984,76,2318,463,1326,1460,5480
2184:669,2703,76,40,224,1069,4239,508,2092,7680
2185:17,302,654,616,58,8,76,84,29,650
2187:840,2548,3196,157,197,8069,5111,10541,27070,5627
2211:669,2703,17,76,40,224,1069,4239,508,2092
2223:866,2139,361,2265,698,262,76,96,1913,1730
2243:17,302,654,616,58,8,76,84,29,650
2244:17,302,654,616,58,8,84,29,518,542
2247:302,654,616,58,84,29,650,518,542,70
2250:168,719,5738,984,76,2318,463,1326,1460,5480
2253:986,226,3137,2241,1884,2967,5767,13544,8283,3819
2260:168,719,5738,984,76,2318,463,1326,1460,5480
2261:302,654,616,58,76,29,650,542,70,1102
2262:669,2703,17,76,40,224,1069,4239,508,2092
2290:29,650,518,542,70,1102,224,138,301,15
2291:17,616,8,76,84,29,518,542,564,1102
2293:17,302,654,616,58,76,84,29,650,542
2301:4339,2579,4372,1417,15777,176,13789,12190,2924,117
2302:17,302,654,616,58,8,76,84,29,650
2304:719,5738,984,76,463,1326,1460,5480,2337,661
2318:654,76,84,29,564,1102,736,15,289,101
2325:302,654,616,58,8,76,84,29,650,542
2335:17,302,654,616,8,84,29,518,542,70
2343:12586,931,2946,1539,2021,873,12022,1167,8066,2852
2346:81,986,3423,780,3137,2241,1749,1888,1884,2967
2347:9777,13166,33635,10527,32797,35087,5965,3120,72756,62941
2348:17,302,654,616,58,8,76,84,650,542
2362:669,924,1592,225,11008,8322,7680,2547,7608,5328
2363:17,302,616,8,76,84,29,650,518,542
2364:302,616,8,76,84,29,650,518,70,564
2369:17,302,654,616,58,8,76,84,29,650
2373:17,302,654,616,58,76,84,29,650,542
2381:17,302,654,616,58,8,76,84,29,650
2382:17,302,654,616,58,8,84,29,650,518
2384:669,2703,17,76,40,224,1069,4239,508,2092
2385:17,302,616,58,8,76,84,29,650,518
2392:669,2703,17,76,40,224,1069,4239,508,2092
2393:17,302,654,616,58,8,76,84,29,650
2394:302,654,616,58,76,84,29,650,542,70
2395:17,616,8,76,84,650,518,70,564,1102
2399:17,302,654,616,58,8,76,84,29,650
2405:17,302,654,58,8,76,84,29,650,518
2407:866,2139,2265,698,262,500,76,96,1913,1730
2408:1352,605,3307,7422,1709,11973,7087,6674,3704,8908
2419:17,302,654,616,58,8,76,84,29,650
2429:378,1991,13660,5254,3107,1589,1527,7006,4261,2904
2447:8,76,84,29,518,542,70,564,1102,354
2452:669,924,1592,225,11008,8322,7680,2547,7608,5328
2453:17,302,654,616,58,8,76,84,29,650
2454:866,2139,361,2265,262,500,76,96,1913,1730
2456:17,616,58,8,76,84,29,650,518,542
2461:29,518,542,70,138,301,736,289,101,6
2464:654,616,58,8,76,650,518,542,564,354
2465:616,58,8,76,84,650,518,542,70,564
2469:302,616,58,8,76,84,29,650,518,542
2489:168,719,5738,984,76,463,1326,1460,5480,2337
2491:12586,931,2946,1539,2021,873,12022,1167,8066,2852
2499:866,2139,361,2265,698,262,500,76,96,1913
2500:654,616,58,8,76,84,29,650,518,542
2501:17,302,654,616,58,8,76,84,29,650
2505:17,654,616,58,76,84,29,650,518,542
2510:168,719,5738,984,76,2318,463,1326,1460,5480
2515:347,6901,2312,698,4146,4,6545,1546,46,1787
2518:866,361,2265,698,262,500,76,96,1913,2848
2520:17,302,654,616,58,76,84,29,650,542
2521:302,654,616,58,8,76,84,29,650,518
2524:17,302,654,616,58,8,76,84,650,518
2536:17,302,8,76,84,518,542,70,564,1102
2541:302,654,58,8,76,84,29,650,518,70
2547:17,302,654,616,58,8,76,84,29,650
2553:3509,9134,822,25366,7200,35177,15436,37961,15376,5125
2558:76,2318,1460,2337,661,1528,2153,14754,4308,3177
2560:616,58,76,84,29,70,564,1102,354,224
2563:302,654,58,76,84,29,650,70,564,1102
2573:616,58,8,76,84,29,518,70,1102,354
2591:17,302,654,616,58,8,76,84,29,518
2596:17,302,654,616,58,76,84,29,650,518
2597:986,226,3423,780,3137,2241,1749,1888,1884,2967
2601:866,2139,361,2265,698,262,500,76,96,1913
2604:669,2703,17,76,40,224,1069,4239,508,2092
2611:302,654,616,58,8,76,84,29,650,518
2612:17,302,654,58,76,84,29,518,542,70
2615:8,76,84,29,650,518,542,70,564,1102
2625:669,2703,17,76,40,224,1069,4239,508,2092
2626:302,616,76,84,518,70,564,354,224,138
2634:17,302,654,616,58,8,76,84,29,650
2636:654,616,58,8,76,84,29,650,518,542
2639:669,2703,17,76,40,224,1069,4239,508,2092
2650:168,719,5738,984,76,2318,463,1326,1460,5480
2661:17,302,654,616,58,8,76,84,29,650
2663:17,302,654,616,58,8,76,84,29,650
2666:17,302,654,616,58,8,76,84,29,650
2676:17,302,654,616,58,8,76,84,650,518
2689:17,302,654,616,58,8,76,84,29,650
2693:17,302,654,616,58,8,76,84,29,650
2708:17,302,654,616,58,8,84,29,650,542
2709:17,302,654,616,58,8,76,84,29,650
2713:17,302,654,616,58,8,76,84,29,650
2715:5738,984,76,2318,1460,2337,661,2153,1400,760
2716:12586,931,2946,1539,2021,873,12022,1167,8066,2852
2727:616,58,8,76,84,29,650,518,542,70
2730:17,654,616,58,8,76,84,29,650,518
2731:616,8,76,84,29,650,518,542,564,1102
2734:17,302,654,616,58,8,76,84,29,650
2735:1527,3107,1712,3172,4825,8848,12990,4568,7831,23191
2737:17,302,654,616,58,8,76,84,29,650
2745:17,302,654,616,58,8,76,84,29,650
2746:347,6901,76,698,4146,4,6545,1546,46,1787
2748:669,2703,17,76,40,224,1069,4239,508,2092
2756:302,654,616,58,8,76,84,29,650,518
2760:8,76,84,29,650,518,542,70,564,1102
2776:669,924,1592,225,11008,8322,7680,2547,7608,5328
2799:669,2703,17,76,40,224,1069,4239,508,2092
2802:302,654,616,58,8,76,84,29,650,518
2803:866,2139,361,2265,698,262,500,76,96,1913
2804:17,302,654,616,58,8,76,84,29,650
2805:17,302,654,616,58,8,76,84,29,650
2812:302,654,8,76,29,650,542,70,564,354
2815:168,719,5738,984,76,2318,463,1326,1460,5480
2827:17,302,654,616,58,8,76,84,29,650
2831:654,58,8,76,84,29,518,542,564,354
2846:302,654,616,76,84,29,650,518,542,70
2848:17,654,616,8,76,84,29,650,518,70
2853:866,2139,361,2265,698,262,500,76,96,1913
2854:669,2703,76,40,224,1069,4239,508,2092,7680
2857:17,302,654,616,58,8,76,84,29,650
2858:17,76,84,29,650,542,70,564,1102,354
2861:533,5975,3034,4671,7926,7622,603,6311,10981,2510
2871:378,13660,3107,1589,1527,7006,4261,2904,2686,11535
2907:302,654,616,58,8,76,84,650,518,542
2912:168,719,5738,984,76,2318,463,1326,1460,5480
2914:17,302,654,58,8,76,29,650,518,542
2924:168,719,5738,984,76,2318,463,1326,1460,5480
2925:347,6901,76,2312,698,4146,4,6545,1546,46
2947:866,2139,361,2265,698,262,500,76,96,1913
2951:17,302,654,616,58,8,76,84,29,650
2959:17,302,654,616,58,8,76,84,29,650
2960:17,302,654,616,58,8,76,84,29,650
2963:17,302,654,616,58,8,76,84,29,650
2965:669,2703,17,76,40,224,1069,4239,508,2092
2967:302,654,616,58,8,76,84,29,650,518
2970:17,302,654,616,58,8,76,84,29,650
2977:378,1991,13660,5254,3107,1527,7006,4261,2904,2686
2981:8,76,84,29,650,518,542,70,564,1102
2989:17,302,654,616,58,8,76,84,29,650
2990:533,8772,5975,3034,4671,7926,7622,603,6311,10981
3002:669,2703,17,76,40,224,1069,4239,508,2092
3004:168,5738,984,76,2318,463,1326,1460,5480,2337
3011:866,2139,361,2265,698,262,500,76,96,1913
3013:8772,5975,3034,4671,7926,7622,6311,10981,2510,1397
3037:669,2703,17,76,40,224,1069,4239,508,2092
3038:9289,7021,19871,10492,247,3992,17646,8627,3672,17567
3044:302,654,616,58,8,76,84,29,650,518
3070:347,2312,698,4146,4,6545,1546,46,1787,14237
3081:168,719,5738,984,76,2318,463,1326,1460,5480
3100:302,616,8,76,84,29,650,518,542,70
3102:168,719,5738,984,76,2318,463,1326,1460,5480
3105:17,302,654,58,8,76,84,29,650,518
3107:669,2703,17,76,40,224,1069,4239,2092,7680
3110:17,302,654,616,58,8,76,84,29,650
3111:302,654,616,58,8,76,84,29,650,518
3113:17,302,654,616,58,8,76,84,29,650
3121:8,542,70,564,15,101,6,899,861,322
3125:17,302,654,616,58,8,76,84,29,650
3126:669,2703,17,76,40,224,1069,4239,508,2092
3129:302,616,8,76,84,29,518,542,70,564
3139:669,2703,17,76,40,224,1069,4239,508,2092
3144:719,5738,984,76,2318,463,1326,1460,5480,2337
3152:17,302,654,616,58,8,76,84,29,650
3166:3003,6846,13592,74885,45365,5452,18260,848,2593,68689
3167:866,361,2265,262,500,76,96,1913,1730,2848
3169:302,654,616,58,8,76,84,29,650,518
3170:17,302,654,616,58,8,76,84,29,650
3172:866,2139,361,2265,698,262,500,76,96,1913
3176:616,58,8,76,84,650,518,542,70,564
3183:347,6901,76,2312,698,4146,4,6545,1546,46
3184:12586,931,2946,1539,2021,873,12022,1167,2852,24425
3193:58,8,76,518,70,354,224,138,289,285
3195:17,302,654,616,58,8,76,84,29,650
3220:616,8,76,84,650,518,542,70,564,1102
3229:17,302,654,616,58,8,76,84,29,650
3234:302,654,616,58,76,29,650,518,542,70
3237:669,924,1592,225,11008,8322,7680,2547,7608,5328
3238:17,302,654,616,58,8,76,84,29,650
3239:17,616,58,8,76,84,29,650,518,542
3246:533,8772,4671,7622,603,6311,2510,1397,9054,12861
3258:17,654,58,8,76,84,29,650,542,70
3263:17,302,654,616,58,8,76,84,29,650
3264:168,719,5738,984,76,2318,463,1326,1460,5480
3277:168,719,984,76,2318,463,1460,5480,2337,661
3279:17,302,654,616,58,8,84,29,650,518
3295:866,2139,361,2265,698,262,76,96,1913,1730
3305:168,719,5738,984,76,2318,463,1326,1460,5480
3306:347,6901,76,2312,698,4146,4,6545,1546,46
3308:17,302,654,616,58,8,76,84,29,650
3309:302,616,76,84,29,650,518,542,70,564
3319:3003,6846,13592,74885,45365,5452,18260,848,2593,68689
3320:2548,3196,197,8069,5111,10541,5627,14793,13049,7160
3328:616,58,8,76,84,29,650,518,542,564
3329:81,986,226,3423,780,3137,2241,1749,1888,1884
3335:654,616,58,8,76,84,650,518,542,70
3346:17,302,654,616,58,8,76,84,29,650
3352:17,302,654,616,58,8,76,84,29,650
3353:866,2139,361,2265,698,262,500,96,1913,1730
3360:302,654,616,58,8,76,84,29,650,518
3374:866,2139,361,2265,698,262,500,76,96,1913
3376:17,302,654,616,58,8,76,84,29,650
3383:669,2703,17,76,40,224,1069,4239,508,2092
3386:17,302,654,616,58,8,76,84,29,650
3411:17,302,654,616,58,8,76,84,29,650
3412:669,924,1592,225,11008,8322,7680,2547,7608,5328
3413:17,302,654,616,58,8,76,84,29,650
3416:4755,1352,1527,2880,10041,3107,189,3172,4825,6434
3419:17,654,616,8,76,84,29,650,518,564
3421:17,8,76,84,650,518,542,70,564,354
3423:17,302,654,616,58,8,76,84,29,650
3426:17,302,654,616,58,8,76,84,29,650
3428:17,302,654,58,8,84,650,542,70,1102
3429:302,654,8,76,84,650,518,542,70,564
3431:347,6901,76,2312,698,4146,4,6545,1546,46
3432:17,302,654,616,58,8,84,29,650,518
3450:347,6901,76,2312,698,4146,4,1546,46,1787
3453:168,719,5738,76,463,1326,1460,5480,2337,661
3475:17,302,654,616,58,8,76,84,29,650
3478:8,84,650,518,70,1102,224,301,736,15
3479:866,2139,361,2265,698,262,500,76,96,1913
3480:17,302,654,616,8,76,84,29,650,518
3490:17,84,542,70,1102,354,224,138,301,736
3500:654,616,58,8,84,29,650,518,542,70
3514:302,616,8,84,29,650,518,542,70,564
3529:669,2703,17,76,40,224,1069,4239,508,2092
3546:17,302,654,58,8,76,84,29,650,518
3547:302,654,616,8,76,84,29,518,542,70
3551:168,719,5738,984,76,2318,463,1326,1460,5480
3557:168,719,5738,984,76,1326,1460,5480,2337,8860
3572:866,2139,361,2265,698,262,500,76,96,1913
3579:17,616,58,8,76,29,650,518,542,70
3580:986,226,3423,780,3137,2241,1749,1888,1884,2967
3593:17,654,616,58,76,84,29,518,542,70
3599:866,2139,361,2265,698,500,76,96,1913,1730
3609:17,302,654,616,58,8,76,84,29,650
3610:17,302,654,616,58,8,76,29,650,518
